4	Saturday	15	5	0	10	30	2
8	Wednesday	86	15	15	23	139	1
7	Tuesday	102	5	19	11	137	3
15	Sunday	109	14	38	1	162	1
29	Sunday	14	2	1	26	43	3
22	Saturday	63	18	11	5	97	2
17	Tuesday	12	4	1	28	45	3
22	Saturday	62	28	18	20	128	3
8	Wednesday	12	2	1	17	32	3
3	Friday	18	4	0	30	52	3
22	Saturday	146	23	23	4	196	0
24	Tuesday	116	23	23	4	166	3
23	Monday	17	3	0	10	30	2
30	Monday	26	8	11	20	65	3
